longitude_deg,longitude_min,latitude_deg,latitude_min,speed,bearing_deg
-83,-43.74267793,42,16.55192069,1.001871528,323.2989979
-83,-43.74267854,42,16.55192023,1.001920186,323.7848042
-83,-43.74267913,42,16.55191979,1.001969284,323.7848042
-83,-43.74267973,42,16.55191934,1.002018816,323.3175886
-83,-43.74268031,42,16.55191891,1.002068774,323.3175886
-83,-43.74268089,42,16.55191848,1.002119154,325.6402005
-83,-43.74268145,42,16.55191805,1.002169949,324.1104077
-83,-43.74268202,42,16.55191763,1.002221153,324.1104077
-83,-43.74268257,42,16.55191701,1.002289578,326.5689014
-83,-43.74268312,42,16.55191639,1.002358442,326.5689014
-83,-43.74268366,42,16.55191578,1.002427744,326.5689014
-83,-43.74268419,42,16.55191518,1.002497481,325.91942
-83,-43.74268472,42,16.55191459,1.002567652,325.91942
-83,-43.74268524,42,16.551914,1.002638255,326.5069584
-83,-43.74268576,42,16.55191342,1.00270929,326.5069584
-83,-43.74268627,42,16.55191285,1.002780753,326.5406067
-83,-43.74268677,42,16.55191228,1.002852645,326.5406067
-83,-43.74268754,42,16.55191165,1.002942573,324.4111754
-83,-43.74268829,42,16.55191103,1.003033127,324.4111754
-83,-43.74268904,42,16.55191042,1.003124297,323.9873607
-83,-43.74268978,42,16.55190981,1.003216076,323.9873607
-83,-43.74269051,42,16.55190921,1.003308457,322.9563001
-83,-43.74269123,42,16.55190862,1.003401431,322.9563001
-83,-43.74269195,42,16.55190803,1.003494993,324.1282036
-83,-43.74269265,42,16.55190745,1.003589136,324.1282036
-83,-43.74269374,42,16.55190688,1.003703978,326.1306687
-83,-43.74269481,42,16.55190631,1.003819955,326.1306687
-83,-43.74269587,42,16.55190575,1.003937027,325.4504793
-83,-43.74269692,42,16.55190519,1.004055159,325.4504793
-83,-43.74269795,42,16.55190464,1.004174318,326.4352565
-83,-43.74269898,42,16.5519041,1.004294473,326.4352565
-83,-43.7427,42,16.55190356,1.004415597,324.935341
-83,-43.74270101,42,16.55190302,1.004537666,324.935341
-83,-43.742702,42,16.55190249,1.004660655,324.935341
-83,-43.74270311,42,16.55190197,1.004792944,324.9661549
-83,-43.74270421,42,16.55190145,1.004926326,324.9661549
-83,-43.7427053,42,16.55190094,1.005060768,324.5096746
-83,-43.74270638,42,16.55190043,1.005196244,324.5096746
-83,-43.74270744,42,16.55189992,1.005332725,324.5083537
-83,-43.7427085,42,16.55189942,1.005470187,324.5083537
-83,-43.74270955,42,16.55189893,1.005608608,325.5409781
-83,-43.74271059,42,16.55189844,1.005747965,325.5409781
-83,-43.74271162,42,16.55189795,1.00588824,325.6049527
-83,-43.74271275,42,16.55189759,1.006024988,325.6049527
-83,-43.74271388,42,16.55189723,1.006162989,325.3298033
-83,-43.742715,42,16.55189687,1.006302206,325.3298033
-83,-43.7427161,42,16.55189651,1.006442605,327.6215885
-83,-43.7427172,42,16.55189616,1.006584154,327.6215885
-83,-43.74271829,42,16.55189581,1.006726821,330.2925207
-83,-43.74271937,42,16.55189547,1.006870579,330.2925207
-83,-43.74272044,42,16.55189513,1.007015399,328.2596247
-83,-43.7427215,42,16.55189478,1.007161257,328.2596247
-83,-43.74272255,42,16.55189445,1.007308128,328.005146
-83,-43.7427236,42,16.55189411,1.007455988,328.005146
-83,-43.74272463,42,16.55189378,1.007604815,328.005146
-83,-43.74272566,42,16.55189345,1.007754589,325.4194031
-83,-43.74272668,42,16.55189312,1.007905289,325.4194031
-83,-43.74272769,42,16.5518928,1.008056895,323.9532089
-83,-43.74272869,42,16.55189248,1.00820939,323.9532089
-83,-43.74272969,42,16.55189216,1.008362756,323.6787806
-83,-43.74273062,42,16.55189157,1.008547865,323.6787806
-83,-43.74273155,42,16.55189098,1.00873368,323.6998554
-83,-43.74273247,42,16.55189039,1.008920195,323.6998554
-83,-43.74273338,42,16.55188981,1.009107403,324.5883204
-83,-43.74273429,42,16.55188923,1.009295299,324.5883204
-83,-43.74273519,42,16.55188866,1.009483876,328.5894146
-83,-43.74273608,42,16.55188809,1.009673127,328.5894146
-83,-43.74273696,42,16.55188753,1.010414328,329.659213
-83,-43.74273783,42,16.55188695,1.011509424,329.659213
-83,-43.74273858,42,16.55188627,1.011702257,323.4704889
-83,-43.74273933,42,16.55188559,1.011895844,323.4704889
-83,-43.74274007,42,16.55188491,1.012090174,327.5462927
-83,-43.74274081,42,16.55188424,1.012285235,327.5462927
-83,-43.74274154,42,16.55188358,1.012481016,322.9704303
-83,-43.74274227,42,16.55188292,1.012677507,322.9704303
-83,-43.74274299,42,16.55188226,1.012874696,326.0625647
-83,-43.74274371,42,16.55188161,1.013072573,326.0625647
-83,-43.74274421,42,16.55188107,1.013226491,326.0625647
-83,-43.74274471,42,16.55188053,1.013380852,324.968672
-83,-43.74274521,42,16.55187999,1.013535648,324.968672
-83,-43.7427457,42,16.55187946,1.013690873,326.6526177
-83,-43.74274619,42,16.55187893,1.013846521,326.6526177
-83,-43.74274668,42,16.5518784,1.014002584,325.1171562
-83,-43.74274717,42,16.55187787,1.014159055,325.1171562
-83,-43.74274765,42,16.55187735,1.014315928,324.5217417
-83,-43.74274813,42,16.55187684,1.014473197,324.5217417
-83,-43.74274855,42,16.55187627,1.014637998,326.6160264
-83,-43.74274898,42,16.55187571,1.014803196,326.6160264
-83,-43.74274939,42,16.55187514,1.016088049,323.9437129
-83,-43.74274979,42,16.55187457,1.017642036,323.9437129
-83,-43.74275018,42,16.55187399,1.019400629,323.9437129
-83,-43.74275057,42,16.5518734,1.019558928,324.8941286
-83,-43.74275095,42,16.55187282,1.019717665,324.8941286
-83,-43.74275132,42,16.55187225,1.019876832,328.2596247
-83,-43.74275155,42,16.55187162,1.020045337,328.2596247
-83,-43.74275177,42,16.551871,1.020214153,323.4884217
-83,-43.74275199,42,16.55187038,1.020383272,323.4884217
-83,-43.74275221,42,16.55186976,1.020552686,326.0446336
-83,-43.74275243,42,16.55186915,1.020722387,326.0446336
-83,-43.74275265,42,16.55186854,1.020892364,327.4523365
-83,-43.74275287,42,16.55186794,1.021062611,327.4523365
-83,-43.74275309,42,16.55186733,1.021233118,322.3147192
-83,-43.7427533,42,16.55186673,1.021403877,322.3147192
-83,-43.74275352,42,16.55186618,1.021558116,324.3351031
-83,-43.74275373,42,16.55186564,1.021712551,324.3351031
-83,-43.74275394,42,16.55186509,1.021867176,327.5641875
-83,-43.74275415,42,16.55186455,1.022021981,327.5641875
-83,-43.74275436,42,16.55186402,1.022176957,325.9274025
-83,-43.74275457,42,16.55186348,1.022332098,325.9274025
-83,-43.74275478,42,16.55186295,1.022487393,325.0959976
-83,-43.74275499,42,16.55186242,1.022642835,325.0959976
-83,-43.7427552,42,16.55186189,1.022798415,323.8826815
-83,-43.74275535,42,16.55186131,1.022969291,323.8826815
-83,-43.74275551,42,16.55186074,1.023140309,323.56023
-83,-43.74275566,42,16.55186017,1.02331146,323.56023
-83,-43.74275582,42,16.5518596,1.023482735,323.56023
-83,-43.74275597,42,16.55185903,1.023654125,322.5775886
-83,-43.74275612,42,16.55185847,1.02382562,322.5775886
-83,-43.74275628,42,16.5518579,1.02399721,325.4299101
-83,-43.74275643,42,16.55185734,1.024168887,325.4299101
-83,-43.74275683,42,16.55185684,1.024336168,323.8801225
-83,-43.74275722,42,16.55185633,1.024503723,323.8801225
-83,-43.74275761,42,16.55185582,1.026121844,324.3957051
-83,-43.74275799,42,16.5518553,1.027812679,324.3957051
-83,-43.74275837,42,16.55185479,1.027971955,327.150538
-83,-43.74275874,42,16.55185427,1.028131492,327.150538
-83,-43.74275912,42,16.55185375,1.028291278,325.9463083
-83,-43.74275949,42,16.55185324,1.028451298,325.9463083
-83,-43.74275986,42,16.55185273,1.02861154,324.0926193
-83,-43.74276032,42,16.55185212,1.028816379,324.0926193
-83,-43.74276079,42,16.55185152,1.029021657,327.5274869
-83,-43.74276125,42,16.55185091,1.029227353,327.5274869
-83,-43.74276171,42,16.55185031,1.02943345,327.5274869
-83,-43.74276217,42,16.55184971,1.031193535,327.0368902
-83,-43.74276262,42,16.5518491,1.032994872,327.0368902
-83,-43.74276306,42,16.55184848,1.033192552,324.5361674
-83,-43.7427635,42,16.55184787,1.033390586,324.5361674
-83,-43.74276404,42,16.55184722,1.033612778,325.4866299
-83,-43.74276458,42,16.55184656,1.033835566,325.4866299
-83,-43.74276511,42,16.55184591,1.034058924,326.4603077
-83,-43.74276565,42,16.55184525,1.03428283,326.4603077
-83,-43.74276618,42,16.5518446,1.034507257,327.5079438
-83,-43.74276671,42,16.55184396,1.034732184,327.5079438
-83,-43.74276724,42,16.55184331,1.034957584,327.5079438
-83,-43.74276775,42,16.55184265,1.040369631,325.4866299
-83,-43.74276824,42,16.55184197,1.046093092,325.4866299
-83,-43.7427687,42,16.55184111,1.052957417,326.7009482
-83,-43.74276912,42,16.55184022,1.059987767,326.7009482
-83,-43.74276952,42,16.55183929,1.069219955,332.1840434
-83,-43.74276988,42,16.55183832,1.078520147,332.1840434
-83,-43.74277022,42,16.55183732,1.085001945,329.4974021
-83,-43.74277053,42,16.55183629,1.091506922,329.4974021
-83,-43.74277083,42,16.55183525,1.091719624,331.6359042
-83,-43.74277113,42,16.55183421,1.091931955,331.6359042
-83,-43.74277142,42,16.55183317,1.095892031,332.397174
-83,-43.74277175,42,16.55183206,1.099871323,332.397174
-83,-43.74277207,42,16.55183095,1.098104288,328.3608485
-83,-43.74277241,42,16.55182986,1.096342863,328.3608485
-83,-43.74277274,42,16.55182877,1.096570097,331.9740144
-83,-43.74277308,42,16.55182769,1.096796901,331.9740144
-83,-43.74277339,42,16.55182657,1.114392636,332.5070536
-83,-43.74277364,42,16.55182537,1.132061321,332.5070536
-83,-43.74277383,42,16.55182409,1.14977633,332.5070536
-83,-43.74277389,42,16.55182272,1.150014392,326.8724309
-83,-43.74277395,42,16.55182135,1.150250923,326.8724309
-83,-43.74277399,42,16.55181996,1.162650968,326.9767013
-83,-43.74277399,42,16.55181852,1.17508798,326.9767013
-83,-43.74277395,42,16.55181705,1.180388546,330.0307913
-83,-43.74277389,42,16.55181556,1.185688136,330.0307913
-83,-43.74277381,42,16.55181404,1.191319007,328.2507037
-83,-43.74277372,42,16.55181251,1.196949821,328.2507037
-83,-43.74277362,42,16.55181097,1.197158011,326.9861643
-83,-43.74277346,42,16.55180939,1.197395296,326.9861643
-83,-43.74277331,42,16.55180781,1.201607295,327.0687422
-83,-43.74277314,42,16.55180621,1.205817766,327.0687422
-83,-43.74277296,42,16.5518046,1.209220736,324.9831846
-83,-43.74277276,42,16.55180298,1.212621718,324.9831846
-83,-43.74277256,42,16.55180136,1.212841895,327.9474857
-83,-43.74277237,42,16.55179975,1.213059241,327.9474857
-83,-43.74277218,42,16.55179815,1.20886604,322.0404421
-83,-43.74277212,42,16.55179658,1.204666583,322.0404421
-83,-43.74277209,42,16.55179504,1.199609226,324.5823425
-83,-43.74277207,42,16.55179352,1.194562782,324.5823425
-83,-43.74277209,42,16.55179204,1.189528414,324.5823425
-83,-43.74277213,42,16.55179058,1.181892845,322.0945841
-83,-43.74277221,42,16.55178917,1.174303591,322.0945841
-83,-43.74277232,42,16.55178779,1.171331134,326.7035097
-83,-43.74277245,42,16.55178643,1.168364081,326.7035097
-83,-43.74277239,42,16.5517849,1.162375966,323.3454904
-83,-43.74277237,42,16.5517834,1.15442264,321.3625773
-83,-43.7427724,42,16.55178195,1.146563311,321.3625773
-83,-43.74277246,42,16.55178053,1.138814461,321.3625773
-83,-43.74277257,42,16.55177916,1.132381249,321.7286884
-83,-43.74277271,42,16.55177783,1.126054822,321.7286884
-83,-43.74277288,42,16.55177653,1.118970205,323.2471399
-83,-43.7427731,42,16.55177527,1.112053502,323.2471399
-83,-43.74277335,42,16.55177405,1.10731188,318.7146346
-83,-43.74277357,42,16.55177286,1.102738232,318.7146346
-83,-43.74277384,42,16.5517717,1.097093505,319.1060243
-83,-43.74277414,42,16.55177058,1.091802051,319.1060243
-83,-43.74277446,42,16.55176947,1.092169733,324.8482194
-83,-43.74277478,42,16.55176837,1.092535592,324.8482194
-83,-43.7427751,42,16.55176729,1.090188325,325.0319996
-83,-43.74277545,42,16.55176622,1.087916549,325.0319996
-83,-43.7427758,42,16.55176517,1.086180082,323.0289299
-83,-43.74277617,42,16.55176413,1.084510808,323.0289299
-83,-43.74277671,42,16.55176301,1.082990125,323.0289299
-83,-43.74277725,42,16.5517619,1.08342604,325.3753829
-83,-43.74277779,42,16.55176079,1.083860055,325.3753829
-83,-43.74277833,42,16.55175968,1.084292144,322.8558517
-83,-43.74277887,42,16.55175858,1.084722283,322.8558517
-83,-43.7427794,42,16.55175748,1.085150445,324.9823398
-83,-43.74277994,42,16.55175638,1.085576605,324.9823398
-83,-43.74278047,42,16.55175528,1.088124481,326.9713277
-83,-43.74278098,42,16.55175416,1.090730445,326.9713277
-83,-43.74278154,42,16.55175284,1.091275573,324.3557259
-83,-43.7427821,42,16.55175151,1.091818352,324.3557259
-83,-43.74278266,42,16.55175019,1.092358749,324.3557259
-83,-43.74278321,42,16.55174887,1.092896735,327.6642794
-83,-43.74278377,42,16.55174756,1.093432278,327.6642794
-83,-43.74278432,42,16.55174624,1.095319753,324.0046207
-83,-43.74278486,42,16.55174492,1.097227358,324.0046207
-83,-43.74278539,42,16.5517436,1.097753136,324.3992521
-83,-43.74278593,42,16.55174228,1.09827633,324.3992521
-83,-43.74278657,42,16.5517408,1.098902455,326.1998106
-83,-43.7427872,42,16.55173933,1.099525789,326.1998106
-83,-43.74278785,42,16.55173787,1.09848804,323.56023
-83,-43.7427885,42,16.55173642,1.097487849,323.56023
-83,-43.74278915,42,16.55173498,1.098106064,323.2454356
-83,-43.74278981,42,16.55173354,1.098721362,323.2454356
-83,-43.74279045,42,16.5517321,1.10167841,324.2216755
-83,-43.74279108,42,16.55173065,1.104698548,324.2216755
-83,-43.74279169,42,16.55172918,1.107776148,324.2216755
-83,-43.74279251,42,16.5517276,1.10845522,324.3388133
-83,-43.74279333,42,16.55172603,1.109131248,324.3388133
-83,-43.74279414,42,16.55172446,1.109804187,323.7923071
-83,-43.74279496,42,16.55172289,1.110473995,323.7923071
-83,-43.74279577,42,16.55172133,1.111140629,323.105617
-83,-43.74279658,42,16.55171977,1.111804049,323.105617
-83,-43.74279739,42,16.55171822,1.112464212,320.0173113
-83,-43.7427982,42,16.55171666,1.113121078,320.0173113
-83,-43.74279923,42,16.55171501,1.113861401,319.1868925
-83,-43.74280025,42,16.55171335,1.114598492,319.1868925
-83,-43.74280127,42,16.55171171,1.115332297,317.0019446
-83,-43.74280229,42,16.55171006,1.116062767,317.0019446
-83,-43.74280331,42,16.55170842,1.116789848,317.0019446
-83,-43.74280433,42,16.55170678,1.117513491,321.0585094
-83,-43.74280535,42,16.55170515,1.118233647,321.0585094
-83,-43.74280635,42,16.55170351,1.121081423,319.3556835
-83,-43.74280734,42,16.55170187,1.123972764,319.3556835
-83,-43.74280838,42,16.5517,1.12481376,317.1322623
-83,-43.74280941,42,16.55169813,1.125650766,317.1322623
-83,-43.74281044,42,16.55169627,1.126483727,316.3025233
-83,-43.74281148,42,16.55169442,1.127312588,316.3025233
-83,-43.74281251,42,16.55169257,1.128137294,317.8655979
-83,-43.74281353,42,16.55169072,1.128957794,317.8655979
-83,-43.74281456,42,16.55168888,1.129774035,318.6715781
-83,-43.74281559,42,16.55168704,1.130585967,318.6715781
-83,-43.7428166,42,16.5516852,1.133068534,315.6863134
-83,-43.74281755,42,16.55168319,1.13568058,315.6863134
-83,-43.74281848,42,16.55168117,1.138293022,316.2627825
-83,-43.7428194,42,16.55167915,1.140926837,316.2627825
-83,-43.74282029,42,16.55167712,1.143920493,313.7684627
-83,-43.74282117,42,16.55167508,1.146951453,313.7684627
-83,-43.74282202,42,16.55167302,1.151558805,315.0568371
-83,-43.74282285,42,16.55167096,1.156265037,315.0568371
-83,-43.74282364,42,16.55166887,1.161060947,315.0568371
-83,-43.7428243,42,16.55166661,1.164073632,312.143801
-83,-43.74282494,42,16.55166434,1.167104637,312.143801
-83,-43.74282556,42,16.55166206,1.171485856,314.8436973
-83,-43.74282615,42,16.55165977,1.175912438,314.8436973
-83,-43.74282673,42,16.55165747,1.176787077,317.6660606
-83,-43.74282731,42,16.55165518,1.177655919,317.6660606
-83,-43.74282789,42,16.5516529,1.180122149,313.6513456
-83,-43.74282845,42,16.55165061,1.182589373,313.6513456
-83,-43.74282899,42,16.55164831,1.188035105,314.7756078
-83,-43.74282933,42,16.55164577,1.19370259,314.7756078
-83,-43.74282964,42,16.55164321,1.20017553,314.9808263
-83,-43.74282991,42,16.55164064,1.20672276,314.9808263
-83,-43.74283014,42,16.55163804,1.212618755,314.9250179
-83,-43.74283035,42,16.55163543,1.218558078,314.9250179
-83,-43.74283053,42,16.5516328,1.223668696,314.9450547
-83,-43.74283068,42,16.55163016,1.228800049,314.9450547
-83,-43.74283082,42,16.55162751,1.231945742,311.0507795
-83,-43.74283082,42,16.55162464,1.235252681,311.0507795
-83,-43.74283081,42,16.55162175,1.240549299,311.177269
-83,-43.74283076,42,16.55161886,1.245869268,311.177269
-83,-43.74283068,42,16.55161595,1.254241881,310.9328612
-83,-43.74283055,42,16.55161302,1.262695495,310.9328612
-83,-43.74283038,42,16.55161006,1.271221581,310.9328612
-83,-43.74283018,42,16.55160709,1.274322526,311.7462267
-83,-43.74282996,42,16.55160413,1.27741685,311.7462267
-83,-43.74282973,42,16.55160116,1.281743378,307.3882909
-83,-43.7428293,42,16.55159778,1.286360832,307.3882909
-83,-43.74282885,42,16.55159439,1.293853319,307.1249265
-83,-43.74282835,42,16.55159098,1.301387536,307.1249265
-83,-43.74282781,42,16.55158756,1.30827929,306.7286961
-83,-43.74282724,42,16.55158414,1.315196507,306.7286961
-83,-43.74282664,42,16.5515807,1.319438901,306.4236326
-83,-43.74282602,42,16.55157726,1.323677226,306.4236326
-83,-43.74282538,42,16.55157383,1.328288283,304.6679426
-83,-43.74282443,42,16.55157009,1.333136015,304.6679426
-83,-43.74282346,42,16.55156636,1.337122896,302.7043066
-83,-43.74282248,42,16.55156263,1.341103465,302.7043066
-83,-43.74282148,42,16.5515589,1.344333261,299.2179703
-83,-43.74282048,42,16.55155518,1.347553744,299.2179703
-83,-43.74281946,42,16.55155147,1.351169524,299.1645906
-83,-43.74281842,42,16.55154775,1.354778005,299.1645906
-83,-43.74281739,42,16.55154405,1.355991393,299.2131385
-83,-43.74281636,42,16.55154036,1.357192379,299.2131385
-83,-43.74281498,42,16.55153638,1.358634259,299.2131385
-83,-43.74281359,42,16.55153242,1.362055449,299.5957051
-83,-43.74281219,42,16.55152845,1.368758488,299.0794949
-83,-43.74281075,42,16.55152448,1.37548476,299.0794949
-83,-43.74280927,42,16.55152051,1.382232203,299.0794949
-83,-43.74280777,42,16.55151653,1.386333689,300.0627121
-83,-43.74280625,42,16.55151256,1.390426602,300.0627121
-83,-43.74280472,42,16.5515086,1.39409704,296.5695668
-83,-43.74280318,42,16.55150464,1.397757972,296.5695668
-83,-43.74280132,42,16.55150045,1.402950588,298.45149
-83,-43.74279944,42,16.55149626,1.408140718,298.45149
-83,-43.74279754,42,16.55149207,1.412374923,294.8590462
-83,-43.74279563,42,16.55148789,1.416601584,294.8590462
-83,-43.74279371,42,16.55148372,1.418032248,296.3621947
-83,-43.74279181,42,16.55147957,1.419447207,296.3621947
-83,-43.74278989,42,16.55147542,1.42480529,297.6536896
-83,-43.74278796,42,16.55147128,1.430161625,297.6536896
-83,-43.74278563,42,16.55146696,1.435708556,297.6536896
-83,-43.74278328,42,16.55146264,1.441962612,291.3495572
